Date,Open,High,Low,Close,Adj Close,Volume
2000-07-13,11.312500,11.343750,11.265625,11.312500,7.918895,35000
2000-07-14,11.296875,11.437500,11.218750,11.250000,7.875140,49400
2000-07-17,11.250000,11.250000,11.000000,11.000000,7.700140,82400
2000-07-18,10.937500,10.937500,10.750000,10.750000,7.525133,21600
2000-07-19,10.750000,10.812500,10.562500,10.562500,7.393882,43600
2000-07-20,10.625000,10.812500,10.625000,10.718750,7.503263,27400
2000-07-21,10.656250,10.875000,10.656250,10.687500,7.481387,37200
2000-07-24,10.750000,10.750000,10.562500,10.593750,7.415757,59600
2000-07-25,10.531250,10.750000,10.375000,10.468750,7.328256,163800
2000-07-26,10.375000,10.500000,10.375000,10.468750,7.328256,86400
2000-07-27,10.500000,10.500000,10.437500,10.468750,7.328256,86000
2000-07-28,10.500000,10.500000,10.375000,10.500000,7.350130,68200
2000-07-31,10.437500,10.500000,10.437500,10.500000,7.350130,95000
2000-08-01,10.500000,10.500000,10.468750,10.500000,7.350130,108200
2000-08-02,10.500000,10.500000,10.375000,10.406250,7.284506,108200
2000-08-03,10.312500,10.500000,10.312500,10.437500,7.325737,96000
2000-08-04,10.437500,10.500000,10.312500,10.468750,7.347673,70000
2000-08-07,10.500000,10.562500,10.468750,10.468750,7.347673,111000
2000-08-08,10.500000,10.500000,10.468750,10.500000,7.369605,92000
2000-08-09,10.500000,10.500000,10.468750,10.500000,7.369605,125600
2000-08-10,10.250000,10.500000,10.250000,10.437500,7.325737,118200
2000-08-11,10.375000,10.500000,10.375000,10.437500,7.325737,28000
2000-08-14,10.468750,10.500000,10.468750,10.500000,7.369605,105200
2000-08-15,10.500000,10.500000,10.375000,10.375000,7.281872,47800
2000-08-16,10.406250,10.406250,10.125000,10.218750,7.172209,66400
2000-08-17,10.250000,10.562500,10.250000,10.562500,7.413472,324000
2000-08-18,10.562500,10.625000,10.531250,10.625000,7.457341,29000
2000-08-21,10.625000,10.625000,10.375000,10.375000,7.281872,91400
2000-08-22,10.375000,10.375000,10.343750,10.343750,7.259939,43200
2000-08-23,10.375000,10.375000,9.875000,10.000000,7.018671,82600
2000-08-24,10.000000,10.125000,10.000000,10.125000,7.106404,47400
2000-08-25,10.187500,10.375000,10.125000,10.312500,7.238007,23800
2000-08-28,10.312500,10.359375,9.937500,9.968750,6.996737,132000
2000-08-29,9.906250,10.000000,9.750000,10.000000,7.018671,56600
2000-08-30,9.937500,10.031250,9.937500,10.031250,7.040607,25400
2000-08-31,10.031250,10.312500,10.031250,10.312500,7.238007,82400
2000-09-01,10.250000,10.687500,10.250000,10.625000,7.457341,47400
2000-09-05,10.500000,10.625000,10.500000,10.625000,7.457341,32800
2000-09-06,10.562500,10.562500,10.406250,10.500000,7.369605,34000
2000-09-07,10.437500,10.437500,10.375000,10.406250,7.303808,56600
2000-09-08,10.375000,10.437500,10.343750,10.343750,7.259939,50400
2000-09-11,10.406250,10.437500,10.312500,10.437500,7.325737,43800
2000-09-12,10.437500,10.437500,10.312500,10.312500,7.238007,34200
2000-09-13,10.250000,10.375000,10.093750,10.375000,7.281872,108400
2000-09-14,10.343750,10.531250,10.343750,10.531250,7.391539,73000
2000-09-15,10.531250,10.781250,10.531250,10.781250,7.567007,117400
2000-09-18,10.750000,10.781250,10.687500,10.687500,7.501207,64400
2000-09-19,10.687500,10.875000,10.687500,10.843750,7.610873,42000
2000-09-20,10.937500,10.937500,10.593750,10.593750,7.435401,69800
2000-09-21,10.625000,10.625000,10.500000,10.531250,7.391539,121600
2000-09-22,10.500000,10.625000,10.500000,10.531250,7.391539,19600
2000-09-25,10.531250,10.687500,10.500000,10.500000,7.369605,38800
2000-09-26,10.500000,10.562500,10.500000,10.531250,7.391539,14200
2000-09-27,10.625000,10.687500,10.562500,10.656250,7.479270,60000
2000-09-28,10.718750,10.812500,10.656250,10.812500,7.588938,11200
2000-09-29,10.812500,10.812500,10.500000,10.531250,7.391539,94400
2000-10-02,10.531250,10.875000,10.500000,10.656250,7.479270,205400
2000-10-03,10.562500,10.718750,10.500000,10.687500,7.501207,47200
2000-10-04,10.750000,10.812500,10.687500,10.812500,7.588938,34200
2000-10-05,10.812500,10.812500,10.625000,10.750000,7.545074,50600
2000-10-06,10.812500,10.812500,10.625000,10.718750,7.523144,38000
2000-10-09,10.625000,10.781250,10.500000,10.781250,7.567007,39400
2000-10-10,10.687500,10.687500,10.500000,10.531250,7.391539,36800
2000-10-11,10.593750,10.687500,10.500000,10.562500,7.413472,53200
2000-10-12,10.687500,10.687500,10.562500,10.593750,7.435401,23800
2000-10-13,10.531250,10.718750,10.531250,10.687500,7.501207,24400
2000-10-16,10.562500,10.718750,10.312500,10.375000,7.281872,61200
2000-10-17,10.312500,10.437500,10.312500,10.437500,7.325737,70200
2000-10-18,10.437500,10.437500,10.406250,10.406250,7.303808,44000
2000-10-19,10.437500,10.593750,10.375000,10.593750,7.435401,46200
2000-10-20,10.625000,10.875000,10.625000,10.781250,7.567007,20200
2000-10-23,10.781250,11.000000,10.781250,10.968750,7.698609,37200
2000-10-24,11.000000,11.000000,10.875000,10.937500,7.676673,21200
2000-10-25,10.937500,11.250000,10.750000,11.093750,7.786339,47200
2000-10-26,11.125000,11.125000,10.750000,10.812500,7.588938,33400
2000-10-27,10.750000,11.062500,10.750000,11.062500,7.764406,18400
2000-10-30,10.937500,11.250000,10.750000,11.187500,7.852140,46800
2000-10-31,11.250000,11.875000,11.187500,11.875000,8.334673,51800
2000-11-01,11.812500,11.906250,11.156250,11.312500,7.939876,98000
2000-11-02,11.187500,11.250000,11.000000,11.062500,7.764406,41200
2000-11-03,10.937500,11.000000,10.562500,10.875000,7.632802,47600
2000-11-06,10.812500,10.937500,10.718750,10.750000,7.545074,17600
2000-11-07,10.687500,11.187500,10.687500,11.187500,7.852140,23800
2000-11-08,11.250000,11.625000,11.250000,11.531250,8.093405,45200
2000-11-09,11.656250,11.656250,11.437500,11.625000,8.159208,57800
2000-11-10,11.625000,11.656250,11.437500,11.468750,8.049542,24600
2000-11-13,11.406250,11.812500,11.406250,11.812500,8.290809,43600
2000-11-14,11.812500,11.843750,11.500000,11.750000,8.246939,42800
2000-11-15,11.687500,11.750000,11.656250,11.656250,8.181140,53800
2000-11-16,11.562500,11.687500,11.406250,11.468750,8.049542,25200
2000-11-17,11.562500,11.750000,11.375000,11.750000,8.246939,48600
2000-11-20,11.750000,11.875000,11.750000,11.812500,8.290809,10200
2000-11-21,11.750000,11.843750,11.625000,11.656250,8.181140,19200
2000-11-22,11.625000,11.937500,11.625000,11.937500,8.378537,19000
2000-11-24,11.937500,12.000000,11.937500,12.000000,8.422403,30000
2000-11-27,12.000000,12.187500,12.000000,12.187500,8.554009,53400
2000-11-28,12.125000,12.187500,11.937500,12.062500,8.466275,61200
2000-11-29,11.937500,12.125000,11.875000,12.000000,8.422403,107800
2000-11-30,12.000000,12.187500,12.000000,12.000000,8.422403,80000
2000-12-01,12.000000,12.218750,12.000000,12.093750,8.488208,26200
2000-12-04,12.093750,12.312500,12.062500,12.187500,8.554009,34600
2000-12-05,12.218750,12.937500,12.218750,12.937500,9.080404,38600
2000-12-06,12.812500,12.937500,12.500000,12.500000,8.792031,41000
2000-12-07,12.500000,12.625000,12.375000,12.406250,8.726089,83400
2000-12-08,12.468750,12.812500,12.437500,12.812500,9.011827,34600
2000-12-11,12.781250,13.000000,12.750000,13.000000,9.143706,53800
2000-12-12,12.968750,13.031250,12.562500,12.562500,8.835989,54000
2000-12-13,12.593750,12.718750,12.500000,12.687500,8.923905,50600
2000-12-14,12.656250,12.656250,12.000000,12.093750,8.506289,91000
2000-12-15,12.000000,12.046875,11.750000,11.750000,8.264506,85600
2000-12-18,11.781250,11.906250,11.375000,11.375000,8.000745,93600
2000-12-19,11.406250,11.812500,11.406250,11.687500,8.220547,68600
2000-12-20,11.812500,11.812500,10.937500,11.000000,7.736985,106200
2000-12-21,10.968750,11.312500,10.968750,11.312500,7.956789,80600
2000-12-22,11.312500,11.625000,11.312500,11.500000,8.088664,24800
2000-12-26,11.500000,11.625000,11.312500,11.312500,7.956789,25000
2000-12-27,11.375000,11.750000,11.375000,11.750000,8.264506,86800
2000-12-28,11.812500,12.437500,11.812500,12.406250,8.726089,32600
2000-12-29,12.406250,12.687500,12.375000,12.375000,8.704109,36200
2001-01-02,12.437500,12.468750,12.000000,12.062500,8.484309,28200
2001-01-03,12.062500,12.500000,12.000000,12.250000,8.616186,29400
2001-01-04,12.250000,12.312500,12.156250,12.250000,8.616186,17800
2001-01-05,12.187500,12.187500,11.750000,11.781250,8.286480,35600
2001-01-08,11.750000,11.812500,11.687500,11.812500,8.308470,58600
2001-01-09,11.937500,12.156250,11.937500,12.000000,8.440344,67200
2001-01-10,11.875000,11.968750,11.687500,11.812500,8.308470,37600
2001-01-11,11.875000,12.062500,11.500000,11.656250,8.198567,81600
2001-01-12,11.656250,12.062500,11.656250,11.875000,8.352427,31400
2001-01-16,12.000000,12.437500,11.875000,12.437500,8.748070,55000
2001-01-17,12.500000,13.125000,12.437500,12.937500,9.099747,113600
2001-01-18,12.937500,13.000000,12.812500,12.937500,9.099747,32400
2001-01-19,12.875000,12.906250,12.687500,12.750000,8.967868,29200
2001-01-22,12.750000,12.750000,12.375000,12.375000,8.704109,89200
2001-01-23,12.500000,12.875000,12.468750,12.687500,8.923905,116000
2001-01-24,12.750000,12.812500,12.625000,12.812500,9.011827,19200
2001-01-25,12.875000,12.875000,12.562500,12.625000,8.879949,24400
2001-01-26,12.750000,12.937500,12.750000,12.937500,9.099747,33800
2001-01-29,12.875000,13.425000,12.875000,13.125000,9.231628,64400
2001-01-30,13.000000,13.500000,13.000000,13.500000,9.495393,48000
2001-01-31,13.550000,14.000000,13.550000,13.800000,9.706394,61400
2001-02-01,13.700000,14.000000,13.690000,14.000000,9.847072,25400
2001-02-02,13.925000,14.000000,13.900000,13.970000,9.825974,21000
2001-02-05,13.970000,13.970000,13.800000,13.815000,9.716954,76800
2001-02-06,13.825000,13.975000,13.825000,13.925000,9.794322,40400
2001-02-07,13.900000,13.950000,13.875000,13.950000,9.811903,24000
2001-02-08,13.990000,14.225000,13.990000,14.150000,9.952575,190600
2001-02-09,14.150000,14.250000,13.700000,13.800000,9.706394,109400
2001-02-12,13.875000,14.500000,13.875000,14.500000,10.198758,100400
2001-02-13,14.550000,15.375000,14.550000,15.025000,10.568015,153800
2001-02-14,15.000000,15.000000,14.850000,14.850000,10.444931,43400
2001-02-15,14.500000,14.500000,13.600000,13.625000,9.583312,258400
2001-02-16,13.375000,13.550000,13.200000,13.475000,9.477809,70600
2001-02-20,13.400000,13.400000,13.040000,13.075000,9.196462,84800
2001-02-21,13.000000,13.325000,12.975000,12.975000,9.126130,40200
2001-02-22,12.950000,12.950000,12.325000,12.355000,8.690042,59600
2001-02-23,12.400000,12.550000,12.200000,12.550000,8.827200,47400
2001-02-26,12.650000,12.900000,12.375000,12.700000,8.932696,78400
2001-02-27,12.700000,12.700000,12.600000,12.645000,8.894017,32600
2001-02-28,12.695000,12.800000,12.665000,12.800000,9.003039,46000
2001-03-01,13.175000,13.400000,13.075000,13.250000,9.319551,160800
2001-03-02,13.250000,13.500000,13.250000,13.380000,9.410987,38800
2001-03-05,13.475000,13.625000,13.475000,13.525000,9.512975,26400
2001-03-06,13.575000,13.575000,13.350000,13.400000,9.425058,52200
2001-03-07,13.370000,13.430000,13.250000,13.300000,9.375709,62600
2001-03-08,13.200000,13.250000,13.150000,13.200000,9.305216,33600
2001-03-09,13.200000,13.600000,13.175000,13.600000,9.587194,41200
2001-03-12,13.525000,13.710000,13.490000,13.625000,9.604815,37000
2001-03-13,13.625000,13.655000,13.585000,13.625000,9.604815,76400
2001-03-14,13.500000,13.800000,13.500000,13.715000,9.668264,106000
2001-03-15,13.725000,13.725000,13.650000,13.655000,9.625964,46400
2001-03-16,13.675000,13.675000,13.250000,13.250000,9.340462,53200
2001-03-19,13.300000,13.300000,12.700000,12.975000,9.146606,69600
2001-03-20,13.000000,13.150000,12.700000,12.800000,9.023245,92000
2001-03-21,12.755000,12.755000,11.875000,11.875000,8.371170,41200
2001-03-22,11.875000,11.875000,10.575000,10.575000,7.454745,151600
2001-03-23,10.825000,11.425000,10.825000,11.350000,8.001076,200200
2001-03-26,11.475000,11.920000,11.475000,11.785000,8.307729,44200
2001-03-27,11.725000,12.000000,11.725000,11.925000,8.406418,62800
2001-03-28,11.875000,11.875000,11.650000,11.655000,8.216081,33800
2001-03-29,11.725000,11.950000,11.675000,11.675000,8.230181,31000
2001-03-30,11.675000,11.795000,11.660000,11.725000,8.265430,56400
2001-04-02,11.725000,11.800000,11.300000,11.300000,7.965829,34800
2001-04-03,11.305000,11.305000,10.875000,11.125000,7.842461,138600
2001-04-04,11.100000,11.375000,11.100000,11.375000,8.018696,88600
2001-04-05,11.425000,11.950000,11.425000,11.950000,8.424038,38800
2001-04-06,11.950000,12.260000,11.785000,12.250000,8.635519,57200
2001-04-09,12.500000,12.740000,12.400000,12.400000,8.741267,51000
2001-04-10,12.400000,13.350000,12.400000,13.255000,9.343988,60400
2001-04-11,13.250000,13.250000,12.905000,12.905000,9.097258,33200
2001-04-12,12.750000,13.055000,12.750000,13.045000,9.195950,33000
2001-04-16,13.100000,13.100000,13.000000,13.095000,9.231194,20600
2001-04-17,13.100000,13.225000,13.080000,13.225000,9.322839,43800
2001-04-18,13.275000,13.425000,13.240000,13.350000,9.410958,75200
2001-04-19,13.000000,14.000000,12.975000,13.975000,9.851546,104200
2001-04-20,13.950000,14.150000,13.805000,14.025000,9.886792,85000
2001-04-23,14.030000,14.100000,14.000000,14.075000,9.922034,44600
2001-04-24,14.080000,14.650000,14.080000,14.455000,10.189916,100200
2001-04-25,14.465000,14.525000,14.400000,14.505000,10.225163,70600
2001-04-26,14.550000,14.850000,14.505000,14.850000,10.468370,91200
2001-04-27,14.950000,14.950000,14.850000,14.855000,10.471893,58200
2001-04-30,14.750000,14.825000,14.500000,14.650000,10.327379,125200
2001-05-01,14.650000,14.750000,14.500000,14.650000,10.327379,50000
2001-05-02,14.700000,14.700000,14.475000,14.550000,10.256886,46800
2001-05-03,14.545000,14.550000,14.300000,14.500000,10.221643,49400
2001-05-04,14.550000,14.875000,14.525000,14.730000,10.383772,76000
2001-05-07,14.625000,14.715000,14.500000,14.500000,10.221643,35000
2001-05-08,14.450000,14.550000,14.350000,14.545000,10.253356,20400
2001-05-09,14.250000,14.300000,14.000000,14.250000,10.066164,54000
2001-05-10,14.300000,14.350000,13.605000,13.605000,9.610537,72600
2001-05-11,13.625000,13.700000,13.450000,13.600000,9.607009,71200
2001-05-14,13.525000,13.625000,13.500000,13.610000,9.614072,25800
2001-05-15,13.725000,13.745000,13.500000,13.550000,9.571688,49000
2001-05-16,13.525000,13.875000,13.525000,13.700000,9.677647,60400
2001-05-17,13.700000,13.950000,13.700000,13.775000,9.730624,18200
2001-05-18,13.750000,14.225000,13.750000,14.175000,10.013189,22000
2001-05-21,14.225000,14.350000,14.050000,14.350000,10.136806,33000
2001-05-22,14.355000,14.450000,14.150000,14.150000,9.995522,49800
2001-05-23,14.155000,14.200000,13.950000,13.950000,9.854247,44200
2001-05-24,13.900000,13.900000,13.675000,13.705000,9.681176,87400
2001-05-25,13.705000,13.775000,13.650000,13.775000,9.730624,9400
2001-05-29,13.775000,13.875000,13.645000,13.655000,9.645862,48000
2001-05-30,13.655000,13.660000,13.275000,13.565000,9.582281,191400
2001-05-31,13.600000,13.825000,13.600000,13.675000,9.659990,75600
2001-06-01,13.725000,13.800000,13.630000,13.745000,9.709436,33400
2001-06-04,13.700000,13.850000,13.650000,13.850000,9.783600,13000
2001-06-05,13.625000,13.750000,13.225000,13.425000,9.483387,110600
2001-06-06,13.375000,13.850000,13.375000,13.750000,9.712965,76000
2001-06-07,13.700000,14.000000,13.700000,13.975000,9.871906,31200
2001-06-08,13.925000,14.000000,13.905000,13.950000,9.854247,72800
2001-06-11,13.925000,14.000000,13.905000,13.975000,9.871906,26000
2001-06-12,13.975000,13.975000,13.860000,13.875000,9.801266,49000
2001-06-13,13.875000,14.100000,13.875000,13.975000,9.871906,27800
2001-06-14,13.975000,14.000000,13.850000,13.900000,9.818927,27200
2001-06-15,13.900000,14.000000,13.900000,14.000000,9.889567,56800
2001-06-18,13.950000,14.175000,13.935000,13.960000,9.861312,57600
2001-06-19,14.050000,14.090000,13.975000,13.975000,9.871906,26800
2001-06-20,13.950000,14.250000,13.950000,14.175000,10.013189,29600
2001-06-21,14.100000,14.250000,13.850000,14.250000,10.066164,64600
2001-06-22,14.200000,14.200000,13.725000,13.725000,9.695303,52600
2001-06-25,13.650000,13.655000,13.200000,13.225000,9.342108,131000
2001-06-26,13.180000,13.645000,12.900000,13.645000,9.638795,139200
2001-06-27,13.645000,13.695000,13.450000,13.475000,9.518706,139600
2001-06-28,13.625000,13.750000,12.700000,12.825000,9.059547,526400
2001-06-29,12.500000,12.645000,12.500000,12.625000,8.918273,3630400
2001-07-02,12.600000,12.600000,12.500000,12.500000,8.829967,391200
2001-07-03,12.550000,12.990000,12.500000,12.850000,9.077209,325800
2001-07-05,12.800000,12.800000,12.605000,12.605000,8.904141,76600
2001-07-06,12.550000,12.585000,12.395000,12.500000,8.829967,186600
2001-07-09,12.500000,12.550000,12.475000,12.495000,8.826442,205200
2001-07-10,12.500000,12.575000,12.475000,12.530000,8.851164,195800
2001-07-11,12.525000,12.525000,12.430000,12.490000,8.822903,416200
2001-07-12,12.550000,12.550000,12.450000,12.525000,8.847631,294400
2001-07-13,12.500000,12.650000,12.475000,12.650000,8.935928,114400
2001-07-16,12.650000,12.750000,12.555000,12.700000,8.971249,171400
2001-07-17,12.700000,13.125000,12.700000,13.125000,9.271470,111400
2001-07-18,13.125000,13.175000,12.975000,13.030000,9.204359,103800
2001-07-19,12.850000,12.900000,12.200000,12.825000,9.059547,406600
2001-07-20,12.750000,12.810000,12.325000,12.750000,9.006567,113200
2001-07-23,13.000000,13.150000,12.700000,12.700000,8.971249,271000
2001-07-24,12.600000,12.600000,12.150000,12.250000,8.653369,165000
2001-07-25,12.255000,12.350000,12.250000,12.350000,8.724009,92400
2001-07-26,12.350000,12.400000,12.175000,12.400000,8.759329,104600
2001-07-27,12.375000,12.475000,12.330000,12.400000,8.759329,45400
2001-07-30,12.450000,12.650000,12.450000,12.475000,8.812308,105400
2001-07-31,12.450000,12.570000,12.450000,12.450000,8.794646,272000
2001-08-01,12.575000,13.500000,12.550000,13.500000,9.559404,254600
2001-08-02,13.450000,13.850000,13.375000,13.850000,9.807237,135600
2001-08-03,13.850000,14.125000,13.600000,14.050000,9.948858,168000
2001-08-06,13.950000,14.000000,13.605000,13.725000,9.718725,165800
2001-08-07,13.725000,13.725000,13.325000,13.475000,9.541701,96800
2001-08-08,13.450000,14.160000,13.450000,13.550000,9.594807,117600
2001-08-09,13.500000,13.500000,13.225000,13.320000,9.431945,79200
2001-08-10,13.375000,13.500000,13.175000,13.485000,9.548779,79200
2001-08-13,13.450000,13.825000,13.300000,13.650000,9.665618,111200
2001-08-14,13.725000,13.810000,13.585000,13.700000,9.701027,94200
2001-08-15,13.635000,13.775000,13.485000,13.745000,9.732886,185800
2001-08-16,13.700000,13.780000,13.580000,13.780000,9.757669,83600
2001-08-17,13.830000,13.910000,13.465000,13.490000,9.552321,146200
2001-08-20,13.425000,13.725000,13.195000,13.660000,9.672699,103400
2001-08-21,13.700000,13.725000,13.410000,13.425000,9.506295,64600
2001-08-22,13.475000,13.600000,13.460000,13.500000,9.559404,144400
2001-08-23,13.500000,13.660000,13.425000,13.425000,9.506295,92800
2001-08-24,13.430000,13.610000,13.320000,13.510000,9.566485,78400
2001-08-27,13.500000,13.875000,13.430000,13.650000,9.665618,97200
2001-08-28,13.600000,13.710000,13.350000,13.555000,9.598350,109600
2001-08-29,13.555000,13.555000,13.335000,13.485000,9.548779,59600
2001-08-30,13.525000,13.550000,13.325000,13.550000,9.594807,74600
2001-08-31,13.575000,13.580000,13.470000,13.500000,9.559404,89400
2001-09-04,13.465000,13.700000,13.300000,13.375000,9.470887,123200
2001-09-05,13.380000,13.600000,13.325000,13.460000,9.531077,81600
2001-09-06,13.475000,13.475000,13.160000,13.330000,9.439024,80600
2001-09-07,13.290000,13.295000,12.615000,12.895000,9.130998,93600
2001-09-10,12.935000,12.935000,12.585000,12.700000,8.992915,130600
2001-09-17,12.625000,12.625000,12.200000,12.205000,8.642406,254000
2001-09-18,12.205000,12.250000,11.950000,12.025000,8.514949,48400
2001-09-19,12.020000,12.070000,11.550000,11.600000,8.214005,203200
2001-09-20,11.350000,11.450000,10.800000,10.875000,7.700629,204200
2001-09-21,10.500000,10.640000,10.250000,10.465000,7.410305,218600
2001-09-24,10.465000,10.710000,10.425000,10.710000,7.583792,160400
2001-09-25,10.785000,11.060000,10.750000,11.000000,7.789142,111200
2001-09-26,11.075000,11.125000,10.900000,11.050000,7.824548,79000
2001-09-27,11.050000,11.400000,10.750000,11.300000,8.001576,42400
2001-09-28,11.375000,11.880000,11.375000,11.880000,8.412273,63600
2001-10-01,11.880000,11.910000,11.150000,11.250000,7.966170,95800
2001-10-02,11.250000,11.275000,11.025000,11.105000,7.863496,70200
2001-10-03,11.100000,11.275000,11.000000,11.275000,7.983872,80600
2001-10-04,11.275000,11.575000,11.270000,11.390000,8.065304,96400
2001-10-05,11.390000,11.700000,11.350000,11.700000,8.284814,34800
2001-10-08,11.700000,12.000000,11.645000,11.680000,8.270651,82800
2001-10-09,11.650000,11.685000,11.500000,11.650000,8.249411,36400
2001-10-10,11.650000,12.325000,11.650000,12.325000,8.727380,83200
2001-10-11,12.100000,12.100000,11.525000,11.685000,8.274195,150800
2001-10-12,11.560000,11.560000,11.320000,11.475000,8.125493,104400
2001-10-15,11.400000,11.625000,11.275000,11.625000,8.231707,166000
2001-10-16,11.600000,11.950000,11.600000,11.875000,8.408735,63000
2001-10-17,11.875000,12.210000,11.810000,12.010000,8.504326,96600
2001-10-18,11.900000,12.125000,11.775000,11.950000,8.461843,108000
2001-10-19,11.950000,11.950000,11.700000,11.705000,8.288356,44400
2001-10-22,11.750000,12.215000,11.750000,12.105000,8.571599,45200
2001-10-23,12.075000,12.285000,12.050000,12.050000,8.532651,57200
2001-10-24,12.055000,12.250000,12.000000,12.045000,8.529111,19000
2001-10-25,12.000000,12.375000,11.850000,12.250000,8.674271,77600
2001-10-26,12.250000,12.475000,12.250000,12.420000,8.794649,76000
2001-10-29,12.350000,12.425000,11.995000,11.995000,8.493704,79000
2001-10-30,11.945000,11.945000,11.550000,11.600000,8.214005,47800
2001-10-31,11.675000,11.900000,11.575000,11.575000,8.196303,36600
2001-11-01,11.575000,11.890000,11.500000,11.890000,8.419353,86400
2001-11-02,11.890000,12.125000,11.890000,11.925000,8.444138,50600
